開講年度	開講学期	曜日	時限	教員	科目名	授業番号	単位数	シラバスURL	科目区分	学部コード
2023	前期	木,木	6限,7限	村上 哲明	生命科学実験１（植物系統分類）	R682	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R682.html	大学院科目	13
2023	後期	木,木	6限,7限	村上 哲明	生命科学実験２（植物系統分類）	R684	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R684.html	大学院科目	13
2023	前期	木,木	6限,7限	春田 伸	生命科学実験１（環境微生物）	R686	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R686.html	大学院科目	13
2023	後期	木,木	6限,7限	春田 伸	生命科学実験２（環境微生物）	R688	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R688.html	大学院科目	13
2023	前期	木,木	6限,7限	川原 裕之	生命科学実験１（細胞生化学）	R690	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R690.html	大学院科目	13
2023	後期	木,木	6限,7限	川原 裕之	生命科学実験２（細胞生化学）	R692	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R692.html	大学院科目	13
2023	集中	他	0限	福田 公子	生命科学学外体験実習１	R694	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R694.html	大学院科目	13
2023	集中	他	0限	福田 公子	生命科学学外体験実習２	R696	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R696.html	大学院科目	13
2023	集中	他	0限	AdamLincCronin	生態科学特別講義	R702	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R702.html	大学院科目	13
2023	集中	他	0限	岡田 泰和	生態科学特別講義	R704	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R704.html	大学院科目	13
2023	後期	火	2限	安藤 香奈絵	生命科学特別講義	R708	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_13_R708.html	大学院科目	13
2023	後期	火	1限	高鳥 直士	生命科学特別講義	R710	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_13_R710.html	大学院科目	13
2023	後期	木	1限	岡田 泰和	生命科学特別講義	R712	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R712.html	大学院科目	13
2023	後期	金	2限	坂井 貴臣	生命科学特別講義	R714	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_13_R714.html	大学院科目	13
2023	後期	月	2限	AdamLincCronin	生命科学特別講義	R716	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_13_R716.html	大学院科目	13
2023	後期	水	2限	野澤 昌文	生命科学特別講義	R718	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_13_R718.html	大学院科目	13
2023	集中	他	0限	安藤 香奈絵	生命科学特別講義	R720	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R720.html	大学院科目	13
2023	後期	水	1限	安藤 香奈絵	生命科学特別講義	R722	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_13_R722.html	大学院科目	13
2023	集中	他	0限	安藤 香奈絵	生命科学特別講義	R726	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R726.html	大学院科目	13
2023	集中	他	0限	安藤 香奈絵	生命科学特別講義	R728	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R728.html	大学院科目	13
2023	集中	他	0限	安藤 香奈絵	生命科学特別講義	R730	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R730.html	大学院科目	13
2023	後期	金	1限	WEITEMIER,AdamZachary	生命科学特別講義	R734	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_13_R734.html	大学院科目	13
2023	前期	木,木	6限,7限	石神 昭人	生命科学実験１（分子老化制御）	R742	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R742.html	大学院科目	13
2023	後期	木,木	6限,7限	石神 昭人	生命科学実験２（分子老化制御）	R744	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R744.html	大学院科目	13
2023	後期	木	1限	田村 浩一郎	進化遺伝学特論	R752	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R752.html		13
2023	前期	火	1限	鈴木 準一郎	生態学特論	R754	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_13_R754.html		13
2023	前期	木	1限	鐘ヶ江 健	細胞生物学特論	R756	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_13_R756.html		13
2023	後期	金	1限	江口 克之	系統分類学特論	R758	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_13_R758.html		13
2023	集中	他	0限	高鳥 直士	発生再生特別講義	R760	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_13_R760.html		13
2023	前期	月	1限	石神 昭人	生命科学セミナー１（分子老化制御１）	R922	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_13_R922.html	大学院科目	13
2023	後期	月	1限	石神 昭人	生命科学セミナー２（分子老化制御１）	R924	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_13_R924.html	大学院科目	13
2023	前期	月	2限	石神 昭人	生命科学セミナー１（分子老化制御２）	R926	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_13_R926.html	大学院科目	13
2023	後期	月	2限	石神 昭人	生命科学セミナー２（分子老化制御２）	R928	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_13_R928.html	大学院科目	13
2023	後期	火	3限	柳 和宏	物理実験学特論Ｂ	R938	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_13_R938.html	大学院科目	13
2023	前期	月	2限	松山 洋	地理情報学特論Ⅱ	S0010	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0010.html	都市環境学部専門教育科目	51
2023	前期	木	2限	長野 基	質的研究方法論特論	S0023	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0023.html		51
2023	前期	月,月	4限,5限	松山 洋	地理情報システム特別実習	S0034	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0034.html		51
2023	前期	水,水	1限,2限	鳥海 基樹	都市計画特論	S0040	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0040.html		51
2023	前期	火,金	5限	中嶋 秀	応用分析化学特論Ｂ	S0048	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0048.html	都市環境学部専門教育科目	51
2023	前期	水	4限	北山 和宏	鉄筋コンクリート構造特論II	S0051	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0051.html		51
2023	前期	金,金	3限,4限	永田 明寛	建築環境学特論I	S0052	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0052.html	都市環境学部専門教育科目	51
2023	前期	水	4限	山本 薫子	都市社会論特論	S0056	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0056.html		51
2023	前期	水	5限	山本 薫子	都市社会論演習	S0057	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0057.html		51
2023	前期	火	2限	鈴木毅彦	地形学特論I	S0058	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0058.html	都市環境学部専門教育科目	51
2023	前期	火	2限	鈴木毅彦	地形学講究Ⅰ	S0059	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0059.html	都市環境学部専門教育科目	51
2023	前期	火,火	3限,4限	鈴木毅彦	地理環境科学演習Ⅰ（地形地質）	S0061	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0061.html		51
2023	前期	火,火	3限,4限	高橋 日出男	地理環境科学演習Ⅰ（気候）	S0062	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0062.html		51
2023	前期	火,火	3限,4限	川東 正幸	地理環境科学演習Ⅰ（環境地理）	S0063	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0063.html		51
2023	前期	月	1限	杉原 陽子	都市健康福祉論特論	S0066	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0066.html		51
2023	前期	月	2限	杉原 陽子	都市健康福祉論演習	S0067	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0067.html		51
2023	後期	火,火	3限,4限	鈴木毅彦	地理環境科学演習Ⅱ（地形地質）	S0068	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0068.html		51
2023	後期	火,火	3限,4限	高橋 日出男	地理環境科学演習Ⅱ（気候）	S0069	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0069.html		51
2023	後期	火,火	3限,4限	川東 正幸	地理環境科学演習Ⅱ（環境地理）	S0070	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0070.html		51
2023	後期	水,水	3限,4限	吉川徹	都市・建築空間解析特論	S0073	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0073.html		51
2023	前期	火,火	3限,4限	鈴木毅彦	地理環境科学演習Ⅲ（地形地質）	S0075	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0075.html		51
2023	前期	火,火	3限,4限	高橋 日出男	地理環境科学演習Ⅲ（気候）	S0076	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0076.html		51
2023	前期	火,火	3限,4限	川東 正幸	地理環境科学演習Ⅲ（環境地理）	S0077	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0077.html		51
2023	後期	火,火	3限,4限	鈴木毅彦	地理環境科学演習Ⅳ（地形地質）	S0081	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0081.html		51
2023	後期	火,火	3限,4限	高橋 日出男	地理環境科学演習Ⅳ（気候）	S0082	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0082.html		51
2023	後期	火,火	3限,4限	川東 正幸	地理環境科学演習Ⅳ（環境地理）	S0083	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0083.html		51
2023	前期	水,水	3限,4限	伊藤 喜彦	建築史学特論I	S0086	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0086.html		51
2023	後期	金	3限	國枝 陽一郎	建築材料特論II	S0087	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0087.html		51
2023	前期	水	2限	杉本 興運	人文地理学特論I	S0091	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0091.html	都市環境学部専門教育科目	51
2023	前期	水	2限	矢部 直人	人文地理学講究Ⅰ	S0092	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0092.html	都市環境学部専門教育科目	51
2023	前期	火	5限	高橋 日出男	気候学特論II	S0096	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0096.html	都市環境学部専門教育科目	51
2023	前期	火	5限	松本 淳	気候学講究Ⅱ	S0097	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0097.html	都市環境学部専門教育科目	51
2023	前期	火,金	5限	柳下 崇	先端電気化学特論Ｂ	S0116	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0116.html	都市環境学部専門教育科目	51
2023	前期	水,水	3限,4限	松山 洋	地理環境科学演習Ⅰ（地理情報）	S0124	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0124.html		51
2023	前期	水,水	3限,4限	若林 芳樹	地理環境科学演習Ⅰ（都市人文）	S0125	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0125.html		51
2023	後期	水,水	3限,4限	松山 洋	地理環境科学演習Ⅱ（地理情報）	S0130	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0130.html		51
2023	後期	水,水	3限,4限	若林 芳樹	地理環境科学演習Ⅱ（都市人文）	S0131	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0131.html		51
2023	後期	水,水	3限,4限	市古 太郎	都市防災計画特論	S0135	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0135.html		51
2023	後期	水,水	3限,4限	市古 太郎	都市防災計画演習	S0136	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0136.html		51
2023	前期	水,水	3限,4限	松山 洋	地理環境科学演習Ⅲ（地理情報）	S0137	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0137.html		51
2023	前期	水,水	3限,4限	若林 芳樹	地理環境科学演習Ⅲ（都市人文）	S0138	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0138.html		51
2023	後期	水,水	3限,4限	松山 洋	地理環境科学演習Ⅳ（地理情報）	S0141	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0141.html		51
2023	後期	水,水	3限,4限	若林 芳樹	地理環境科学演習Ⅳ（都市人文）	S0142	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0142.html		51
2023	後期	金,金	1限,2限	角田誠	建築生産特論Ⅰ	S0143	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0143.html		51
2023	後期	月	3限	滝波章弘	人文地理学特論IV	S0146	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0146.html	都市環境学部専門教育科目	51
2023	後期	火,金	5限	田中 学	高分子化学特論Ａ	S0156	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0156.html	都市環境学部専門教育科目	51
2023	前期	木	3限	荒井 康裕	環境システム特別セミナーI	S0183	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0183.html		51
2023	前期	木	3限	上野 敦	安全防災特別セミナーI	S0184	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0184.html		51
2023	前期	木	3限	小根山 裕之	社会基盤特別セミナーI	S0185	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0185.html		51
2023	後期	木	3限	荒井 康裕	環境システム特別セミナーII	S0192	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0192.html		51
2023	後期	木	3限	上野 敦	安全防災特別セミナーII	S0193	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0193.html		51
2023	後期	木	3限	小根山 裕之	社会基盤特別セミナーII	S0194	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0194.html		51
2023	前期	木,木	4限,5限	吉田 圭一郎	地理環境科学特別セミナーI	S0201	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0201.html		51
2023	後期	木,木	4限,5限	吉田 圭一郎	地理環境科学特別セミナーII	S0202	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0202.html		51
2023	前期	木,木	4限,5限	吉田 圭一郎	地理環境科学特別セミナーIII	S0204	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0204.html		51
2023	後期	木,木	4限,5限	吉田 圭一郎	地理環境科学特別セミナーIV	S0205	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0205.html		51
2023	後期	火,金	5限	山登正文	高分子化学特論Ｂ	S0211	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0211.html	都市環境学部専門教育科目	51
2023	前期	木	2限	立花宏	計算機化学特論	S0215	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0215.html	都市環境学部専門教育科目	51
2023	前期	金	2限	角田誠	建築生産特論Ⅱ	S0217	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0217.html	都市環境学部専門教育科目	51
2023	前期	水,水	4限,5限	伊藤 史子	都市住居論特論	S0219	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/3/2023_51_S0219.html		51
2023	後期	金	2限	壁谷澤 寿一	鉄筋コンクリート構造特論I	S0221	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0221.html		51
2023	前期	月,月	3限,4限	竹宮 健司	建築計画特論I	S0226	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0226.html		51
2023	集中	他	0限	竹宮 健司	建築計画特論II	S0236	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0236.html		51
2023	集中	他	0限	佐藤潔	分子計測化学特論II	S0254	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0254.html	都市環境学部専門教育科目	51
2023	集中	他	0限	梶原浩一	エネルギーデバイス化学特論II	S0257	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0257.html	都市環境学部専門教育科目	51
2023	集中	他	0限	石田 玉青	環境分子化学特論II	S0258	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0258.html	都市環境学部専門教育科目	51
2023	集中	他	0限	首藤 登志夫	環境調和化学特論II	S0259	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0259.html		51
2023	集中	他	0限	滝波章弘	地理環境科学学外体験実習	S0260	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0260.html		51
2023	集中	他	0限	北山 和宏	インターンシップ	S0261	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0261.html		51
2023	集中	他	0限	吉田 圭一郎	野外調査・実験III	S0265	6	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0265.html		51
2023	集中	他	0限	吉田 圭一郎	野外調査・実験II	S0266	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0266.html		51
2023	集中	他	0限	朝山章一郎	先端機能物質化学特論II	S0267	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0267.html	都市環境学部専門教育科目	51
2023	後期	他	0限	久保 由治	先端物質デザイン化学特論II	S0268	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0268.html	都市環境学部専門教育科目	51
2023	集中	他	0限	吉田 圭一郎	野外調査・実験I	S0269	6	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0269.html		51
2023	前期	金	6限	高橋 日出男	都市環境科学特別講義第１	S0290	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0290.html		51
2023	前期	火	2限	中嶋 秀	都市環境科学特別講義第２	S0291	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0291.html		51
2023	後期	火	2限	鈴木毅彦	都市環境科学特別講義第４	S0293	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0293.html		51
2023	後期	木	3限	鳥海 基樹	都市設計特論	S0314	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0314.html		51
2023	前期	火,火	1限,2限	饗庭 伸	参加型ワークショップ特論	S0316	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0316.html		51
2023	後期	月,水	1限	久保 由治	超分子構造化学特論Ａ	S0320	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0320.html	都市環境学部専門教育科目	51
2023	後期	月,水	5限	瀬高 渉	超分子構造化学特論Ｂ	S0321	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0321.html	都市環境学部専門教育科目	51
2023	後期	火,金	1限	天野 史章	応用無機材料化学特論Ａ	S0322	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0322.html	都市環境学部専門教育科目	51
2023	後期	火,金	5限	梶原浩一	応用無機材料化学特論Ｂ	S0323	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0323.html	都市環境学部専門教育科目	51
2023	後期	木	4限	千木良 雅弘	地理環境科学特論Ⅰ	S0363	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0363.html		51
2023	前期	月	2限	松山 洋	地理情報学講究Ⅱ	S0373	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0373.html	都市環境学部専門教育科目	51
2023	後期	月	5限	菅原 広史	地理環境科学特論Ⅳ	S0375	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0375.html		51
2023	集中	他	0限	水野 一晴	地理環境科学特論Ⅲ	S0382	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0382.html		51
2023	集中	他	0限	阿曽 真紀子	インターンシップⅠ	S0386	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0386.html		51
2023	前期	金	5限	川東 正幸	環境地理学特論Ⅱ	S0395	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0395.html	都市環境学部専門教育科目	51
2023	集中	他	0限	中村 尚	地理環境科学特論Ⅱ	S0398	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0398.html		51
2023	集中	他	0限	藤田（久木元）美琴	地理環境科学特論Ⅴ	S0400	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0400.html	都市環境学部専門教育科目	51
2023	後期	火,火	3限,4限	伊藤 喜彦	建築史学特論Ⅱ	S0402	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/2/2023_51_S0402.html		51
2023	集中	他	0限	小口 高	空間情報科学特論Ⅰ	S0408	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0408.html	都市環境学部専門教育科目	51
2023	前期	月	2限	石田 玉青	環境応用化学特別セミナーⅠ	S0412	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0412.html		51
2023	後期	月	2限	石田 玉青	環境応用化学特別セミナーⅡ	S0413	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0413.html		51
2023	前期	月	2限	石田 玉青	環境応用化学特別セミナーⅢ	S0414	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0414.html		51
2023	後期	月	2限	石田 玉青	環境応用化学特別セミナーⅣ	S0415	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/1/2023_51_S0415.html		51
2023	前期	他,他	1限,2限	石田 玉青	環境応用化学特別実験Ⅰ	S0416	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0416.html		51
2023	後期	他,他	1限,2限	石田 玉青	環境応用化学特別実験Ⅱ	S0417	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0417.html		51
2023	前期	他,他	1限,2限	石田 玉青	環境応用化学特別実験Ⅲ	S0418	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0418.html		51
2023	後期	他,他	1限,2限	石田 玉青	環境応用化学特別実験Ⅳ	S0419	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0419.html		51
2023	前期	木,木	1限,2限	石田 玉青	環境応用化学実験Ⅰ	S0420	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0420.html		51
2023	後期	木,木	1限,2限	石田 玉青	環境応用化学実験Ⅱ	S0421	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0421.html		51
2023	前期	木,木	3限,4限	石田 玉青	環境応用化学実験Ⅲ	S0422	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0422.html		51
2023	後期	木,木	3限,4限	石田 玉青	環境応用化学実験Ⅳ	S0423	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/4/2023_51_S0423.html		51
2023	前期	金,金	1限,2限	石田 玉青	環境応用化学セミナーⅠ	S0424	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0424.html		51
2023	後期	金,金	1限,2限	石田 玉青	環境応用化学セミナーⅡ	S0425	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0425.html		51
2023	前期	金,金	3限,4限	石田 玉青	環境応用化学セミナーⅢ	S0426	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0426.html		51
2023	後期	金,金	3限,4限	石田 玉青	環境応用化学セミナーⅣ	S0427	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/5/2023_51_S0427.html		51
2023	集中	他	0限	相原 健郎	インターンシップⅡ	S0435	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0435.html		51
2023	集中	他	0限	角田誠	建築意匠設計実務インターンシップⅠ	S0438	6	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0438.html		51
2023	集中	他	0限	角田誠	建築環境システム設計実務インターンシップⅠ	S0440	6	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0440.html		51
2023	集中	他	0限	角田誠	建築構造設計実務インターンシップⅠ	S0442	6	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/5/9/2023_51_S0442.html		51
