開講年度	開講学期	曜日	時限	教員	科目名	授業番号	単位数	シラバスURL	科目区分	学部コード
2023	後期	火	4限	TamaraP.Eldridge	上級英会話Ⅱ	A0921	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0921.html	言語科目	0D02
2023	後期	水	3限	安藤 大地	情報リテラシー実践ⅡＣ	A0995	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D01_A0995.html	基礎科目群	0D01
2023	後期	火	3限	立花宏	情報リテラシー実践ⅡＣ	A0998	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D01_A0998.html	基礎科目群	0D01
2023	前期	金	2限	渡邉美紀	情報リテラシー実践IA(再)82＜2021年度以前入学者対象＞	A0999	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D01_A0999.html	基礎科目群	0D01
2023	通年	月	1限	トラウトマン、マティアス フランク	ドイツ語I101a	C0301	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0301.html	言語科目	0D02
2023	通年	月	1限	金 志成	ドイツ語I102a	C0302	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0302.html	言語科目	0D02
2023	通年	月	1限	園田みどり	ドイツ語I103a	C0303	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0303.html	言語科目	0D02
2023	通年	月	1限	西山 雄二	フランス語I101a	C0304	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0304.html	言語科目	0D02
2023	通年	月	1限	カリオヴァンサン	フランス語I102a	C0305	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0305.html	言語科目	0D02
2023	通年	月	1限	グロワザール ジョスラン	フランス語I103a	C0306	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0306.html	言語科目	0D02
2023	通年	月	1限	荒木 典子	中国語I101a	C0307	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0307.html	言語科目	0D02
2023	通年	月	1限	佐藤 賢	中国語I102a	C0308	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0308.html	言語科目	0D02
2023	通年	月	1限	大久保明男	中国語I103a	C0309	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0309.html	言語科目	0D02
2023	通年	月	1限	李 世珍	朝鮮語I101a	C0310	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0310.html	言語科目	0D02
2023	通年	月	2限	西野 路代	ドイツ語I201a	C0311	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0311.html	言語科目	0D02
2023	通年	月	2限	遠藤 浩介	ドイツ語I202a	C0312	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0312.html	言語科目	0D02
2023	通年	月	2限	トラウトマン、マティアス フランク	ドイツ語I203a	C0313	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0313.html	言語科目	0D02
2023	通年	月	2限	米本晶	ドイツ語I204a	C0314	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0314.html	言語科目	0D02
2023	通年	月	2限	宮下みなみ	ドイツ語I205a	C0315	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0315.html	言語科目	0D02
2023	通年	月	2限	バンキエ エリック	フランス語I201a	C0318	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0318.html	言語科目	0D02
2023	通年	月	2限	カリオヴァンサン	フランス語I202a	C0319	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0319.html	言語科目	0D02
2023	通年	月	2限	梶谷 彩子	フランス語I203a	C0320	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0320.html	言語科目	0D02
2023	通年	月	2限	川下 崇	中国語I201a	C0321	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0321.html	言語科目	0D02
2023	通年	月	2限	佐々木睦	中国語I202a	C0322	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0322.html	言語科目	0D02
2023	通年	月	2限	佐藤 賢	中国語I203a	C0323	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0323.html	言語科目	0D02
2023	通年	月	2限	森 広江	中国語I204a	C0324	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0324.html	言語科目	0D02
2023	通年	月	2限	李 世珍	朝鮮語I201a	C0325	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0325.html	言語科目	0D02
2023	通年	月	4限	山田真弓	日本語Ic	C0326	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0326.html	言語科目	0D02
2023	前期	月	3限	西野 路代	ドイツ語II801a	C0327	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0327.html	言語科目	0D02
2023	前期	月	3限	大久保明男	中国語II801a	C0329	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0329.html	言語科目	0D02
2023	前期	月	3限	黄善英	朝鮮語II801a	C0330	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0330.html	言語科目	0D02
2023	後期	月	3限	西野 路代	ドイツ語II801b	C0331	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0331.html	言語科目	0D02
2023	後期	月	3限	大久保明男	中国語II801b	C0333	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0333.html	言語科目	0D02
2023	後期	月	3限	黄善英	朝鮮語II801b	C0334	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0334.html	言語科目	0D02
2023	通年	火	1限	白木和美	ドイツ語I401a	C0335	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0335.html	言語科目	0D02
2023	通年	火	1限	小倉 直子	ドイツ語I402a	C0336	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0336.html	言語科目	0D02
2023	通年	火	1限	豊倉 尚	ドイツ語I403a	C0337	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0337.html	言語科目	0D02
2023	通年	火	1限	小沼 明生	ドイツ語I404a	C0338	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0338.html	言語科目	0D02
2023	通年	火	1限	ルボワジェホム	フランス語I401a	C0341	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0341.html	言語科目	0D02
2023	通年	火	1限	山口俊洋	フランス語I402a	C0342	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0342.html	言語科目	0D02
2023	通年	火	1限	川下 崇	中国語I401a	C0344	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0344.html	言語科目	0D02
2023	通年	火	1限	野原敏江	中国語I402a	C0345	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0345.html	言語科目	0D02
2023	通年	火	1限	李 世珍	朝鮮語I401a	C0347	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0347.html	言語科目	0D02
2023	通年	火	2限	戸嶋 匠	ドイツ語I301a	C0348	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0348.html	言語科目	0D02
2023	通年	火	2限	白木和美	ドイツ語I302a	C0349	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0349.html	言語科目	0D02
2023	通年	火	2限	豊倉 尚	ドイツ語I303a	C0350	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0350.html	言語科目	0D02
2023	通年	火	2限	小倉 直子	ドイツ語I304a	C0351	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0351.html	言語科目	0D02
2023	通年	火	2限	小沼 明生	ドイツ語I305a	C0352	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0352.html	言語科目	0D02
2023	通年	火	2限	ルボワジェホム	フランス語I301a	C0355	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0355.html	言語科目	0D02
2023	通年	火	2限	山口俊洋	フランス語I302a	C0356	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0356.html	言語科目	0D02
2023	通年	火	2限	沈 麗華	中国語I301a	C0359	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0359.html	言語科目	0D02
2023	通年	火	2限	森 広江	中国語I302a	C0360	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0360.html	言語科目	0D02
2023	通年	火	2限	川下 崇	中国語I303a	C0361	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0361.html	言語科目	0D02
2023	通年	火	2限	大野 広之	中国語I304a	C0362	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0362.html	言語科目	0D02
2023	通年	火	2限	李 世珍	朝鮮語I301a	C0363	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0363.html	言語科目	0D02
2023	前期	火	4限	戸嶋 匠	ドイツ語II802a	C0364	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0364.html	言語科目	0D02
2023	前期	火	4限	グロワザール ジョスラン	フランス語II802a	C0365	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0365.html	言語科目	0D02
2023	前期	火	4限	森 広江	中国語II802a	C0366	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0366.html	言語科目	0D02
2023	後期	火	4限	戸嶋 匠	ドイツ語II802b	C0367	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0367.html	言語科目	0D02
2023	後期	火	4限	グロワザール ジョスラン	フランス語II802b	C0368	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0368.html	言語科目	0D02
2023	後期	火	4限	森 広江	中国語II802b	C0369	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0369.html	言語科目	0D02
2023	通年	水	1限	池谷 尚美	ドイツ語I201b	C0370	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0370.html	言語科目	0D02
2023	通年	水	1限	兼松 ニーナ	ドイツ語I202b	C0371	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0371.html	言語科目	0D02
2023	通年	水	1限	小野 森都子	ドイツ語I203b	C0372	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0372.html	言語科目	0D02
2023	通年	水	1限	荻原 耕平	ドイツ語I204b	C0373	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0373.html	言語科目	0D02
2023	通年	水	1限	工藤愛	ドイツ語I205b	C0374	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0374.html	言語科目	0D02
2023	通年	水	1限	三浦直希	フランス語I201b	C0377	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0377.html	言語科目	0D02
2023	通年	水	1限	木村 正彦	フランス語I202b	C0378	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0378.html	言語科目	0D02
2023	通年	水	1限	東川 愛	フランス語I203b	C0379	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0379.html	言語科目	0D02
2023	通年	水	1限	飯田 真紀	中国語I201b	C0380	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0380.html	言語科目	0D02
2023	通年	水	1限	宮島 琴美	中国語I202b	C0381	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0381.html	言語科目	0D02
2023	通年	水	1限	沈 麗華	中国語I203b	C0382	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0382.html	言語科目	0D02
2023	通年	水	1限	小寺春水	中国語I204b	C0383	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0383.html	言語科目	0D02
2023	通年	水	1限	黄善英	朝鮮語I201b	C0384	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0384.html	言語科目	0D02
2023	通年	水	2限	福岡 麻子	ドイツ語I101b	C0385	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0385.html	言語科目	0D02
2023	通年	水	2限	レオポルト･シュレンドルフ	ドイツ語I102b	C0386	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0386.html	言語科目	0D02
2023	通年	水	2限	園田みどり	ドイツ語I103b	C0387	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0387.html	言語科目	0D02
2023	通年	水	2限	西山 雄二	フランス語I101b	C0388	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0388.html	言語科目	0D02
2023	通年	水	2限	藤原真実	フランス語I102b	C0389	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0389.html	言語科目	0D02
2023	通年	水	2限	大須賀 沙織	フランス語I103b	C0390	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0390.html	言語科目	0D02
2023	通年	水	2限	沈 麗華	中国語I101b	C0391	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0391.html	言語科目	0D02
2023	通年	水	2限	宮島 琴美	中国語I102b	C0392	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0392.html	言語科目	0D02
2023	通年	水	2限	飯田 真紀	中国語I103b	C0393	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0393.html	言語科目	0D02
2023	通年	水	2限	黄善英	朝鮮語I101b	C0394	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0394.html	言語科目	0D02
2023	前期	水	2限	小野 森都子	ドイツ語II803a	C0395	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0395.html	言語科目	0D02
2023	前期	水	2限	三浦直希	フランス語II803a	C0396	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0396.html	言語科目	0D02
2023	後期	水	2限	小野 森都子	ドイツ語II803b	C0397	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0397.html	言語科目	0D02
2023	後期	水	2限	三浦直希	フランス語II803b	C0398	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0398.html	言語科目	0D02
2023	通年	木	3限	梅岡 巳香	日本語Ib	C0399	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0399.html	言語科目	0D02
2023	通年	月	3限	古澤 香乃	ラテン語I	C0400	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_C0400.html	言語科目	0D02
2023	通年	金	6限	德吉 敬介	スペイン語I	C0401	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0401.html	言語科目	0D02
2023	通年	火	4限	柳谷 あゆみ	アラビア語I	C0402	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0402.html	言語科目	0D02
2023	通年	火	2限	金澤 修	ギリシャ語I	C0404	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0404.html	言語科目	0D02
2023	前期	水	6限	久野康彦	ロシア語IIa	C0405	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0405.html	言語科目	0D02
2023	前期	火	6限	德吉 敬介	スペイン語IIa	C0406	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0406.html	言語科目	0D02
2023	前期	火	5限	柳谷 あゆみ	アラビア語IIa	C0407	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0407.html	言語科目	0D02
2023	後期	水	6限	久野康彦	ロシア語IIb	C0408	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0408.html	言語科目	0D02
2023	後期	火	6限	德吉 敬介	スペイン語IIb	C0409	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0409.html	言語科目	0D02
2023	後期	火	5限	柳谷 あゆみ	アラビア語IIb	C0410	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_C0410.html	言語科目	0D02
2023	通年	水	5限	久野康彦	ロシア語I	C0411	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_C0411.html	言語科目	0D02
2023	通年	木	1限	稲田文子	ドイツ語I301b	C0412	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0412.html	言語科目	0D02
2023	通年	木	1限	糸瀬 龍	ドイツ語I302b	C0413	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0413.html	言語科目	0D02
2023	通年	木	1限	工藤愛	ドイツ語I303b	C0414	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0414.html	言語科目	0D02
2023	通年	木	1限	宮下みなみ	ドイツ語I304b	C0415	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0415.html	言語科目	0D02
2023	通年	木	1限	田中 一嘉	ドイツ語I305b	C0416	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0416.html	言語科目	0D02
2023	通年	木	1限	松丸和弘	フランス語I301b	C0419	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0419.html	言語科目	0D02
2023	通年	木	1限	平岡敦	フランス語I302b	C0420	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0420.html	言語科目	0D02
2023	通年	木	1限	小寺春水	中国語I301b	C0423	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0423.html	言語科目	0D02
2023	通年	木	1限	宮入いずみ	中国語I302b	C0424	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0424.html	言語科目	0D02
2023	通年	木	1限	代 珂	中国語I303b	C0425	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0425.html	言語科目	0D02
2023	通年	木	1限	小松原ゆり	中国語I304b	C0426	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0426.html	言語科目	0D02
2023	通年	木	1限	李 世珍	朝鮮語I301b	C0427	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0427.html	言語科目	0D02
2023	通年	木	2限	糸瀬 龍	ドイツ語I401b	C0428	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0428.html	言語科目	0D02
2023	通年	木	2限	石見 舟	ドイツ語I402b	C0429	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0429.html	言語科目	0D02
2023	通年	木	2限	稲田文子	ドイツ語I403b	C0430	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0430.html	言語科目	0D02
2023	通年	木	2限	田中 一嘉	ドイツ語I404b	C0431	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0431.html	言語科目	0D02
2023	通年	木	2限	松丸和弘	フランス語I401b	C0434	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0434.html	言語科目	0D02
2023	通年	木	2限	平岡敦	フランス語I402b	C0435	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0435.html	言語科目	0D02
2023	通年	木	2限	小寺春水	中国語I401b	C0437	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0437.html	言語科目	0D02
2023	通年	木	2限	宮入いずみ	中国語I402b	C0438	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0438.html	言語科目	0D02
2023	通年	木	2限	李 世珍	朝鮮語I401b	C0440	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0440.html	言語科目	0D02
2023	前期	木	2限	梅岡 巳香	日本語IIa	C0441	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0441.html	言語科目	0D02
2023	後期	木	2限	梅岡 巳香	日本語IIb	C0442	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0442.html	言語科目	0D02
2023	通年	木	1限	梅岡 巳香	日本語Ｉa	C0443	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0443.html	言語科目	0D02
2023	前期	木	4限	上西明子	イタリア語IIa	C0444	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0444.html	言語科目	0D02
2023	後期	木	4限	上西明子	イタリア語IIb	C0445	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0445.html	言語科目	0D02
2023	通年	木	5限	上西明子	イタリア語I	C0446	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_C0446.html	言語科目	0D02
2023	通年	金	1限	福岡 麻子	ドイツ語I101c	C0447	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0447.html	言語科目	0D02
2023	通年	金	1限	金 志成	ドイツ語I102c	C0448	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0448.html	言語科目	0D02
2023	通年	金	1限	レオポルト･シュレンドルフ	ドイツ語I103c	C0449	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0449.html	言語科目	0D02
2023	通年	金	1限	仲谷久美子	フランス語I101c	C0450	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0450.html	言語科目	0D02
2023	通年	金	1限	藤原真実	フランス語I102c	C0451	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0451.html	言語科目	0D02
2023	通年	金	1限	大須賀 沙織	フランス語I103c	C0452	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0452.html	言語科目	0D02
2023	通年	金	1限	佐々木睦	中国語I101c	C0453	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0453.html	言語科目	0D02
2023	通年	金	1限	楊 磊	中国語I102c	C0454	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0454.html	言語科目	0D02
2023	通年	金	1限	趙暉	中国語I103c	C0455	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0455.html	言語科目	0D02
2023	通年	金	1限	鄭 大均	朝鮮語I101c	C0456	4	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0456.html	言語科目	0D02
2023	前期	金	3限	米本晶	ドイツ語II804a	C0457	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_0D02_C0457.html	言語科目	0D02
